estoy_trabajando_en,donde_estas_trabajando,dedicacion,tipo_de_contrato,ultimo_salario_mensual_o_retiro_bruto_en_tu_moneda_local,ultimo_salario_mensual_o_retiro_neto_en_tu_moneda_local,pagos_en_dolares,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,pagos_en_criptomonedas,que_porcentaje_o_monto_recibis_en_criptomonedas,recibis_algun_tipo_de_bono,a_que_esta_atado_el_bono,tuviste_actualizaciones_de_tus_ingresos_laborales_durante_2022,de_que_fue_el_ajuste_total_acumulado,en_que_mes_fue_el_ultimo_ajuste,como_consideras_que_estan_tus_ingresos_laborales_comparados_con_el_semestre_anterior,con_que_beneficios_contas,que_tan_conforme_estas_con_tus_ingresos_laborales,estas_buscando_trabajo,trabajo_de,anos_de_experiencia,antigüedad_en_la_empresa_actual,tiempo_en_el_puesto_actual,cuantas_personas_a_cargo_tenes,plataformas_que_utilizas_en_tu_puesto_actual,lenguajes_de_programacion_o_tecnologias_que_utilices_en_tu_puesto_actual,frameworksherramientas_y_librerias_que_utilices_en_tu_puesto_actual,bases_de_datos,qa_testing,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,si_trabajas_bajo_un_esquema_hibrido_cuantos_dias_a_la_semana_vas_a_la_oficina,la_recomendas_como_un_buen_lugar_para_trabajar,salir_o_seguir_contestando,maximo_nivel_de_estudios,estado,carrera,universidad,participaste_de_algun_boot_camp,si_participaste_de_un_boot_campque_carrera_estudiaste,salir_o_seguir_contestando_sobre_las_guardias,tenes_guardias,cuanto_cobras_por_guardia,porcentajebruto_o_neto,salir_o_seguir_contestando_sobre_estudios,tengo_edad,me_identifico_genero,sueldo_dolarizado,seniority,me_id_extra
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),297500,246800,,,,0,De uno a tres sueldos,Mix de las anteriores,Más de tres,,Diciembre,3,"Abono de celular, Descuento en gimnasios / Clases de gimnasia online, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Product Owner,1,0,0,0,Google Analytics,"CSS, SQL",Ninguno de los anteriores,Sistema interno de la compañía,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),1,5,Responder sobre mis estudios,Terciario,Completo,Diseño Multimedial,Escuela Da Vinci,,,Terminar encuesta,,,,,25,Varón Cis,FALSE,Junior,Hombre Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),1050000,1050000,Cobro todo el salario en dólares,300,,0,No,No recibo bono,No,0,No tuve,4,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Developer,15,1,1,0,"Amazon Web Services, Docker, Linux","Java, Javascript, Solidity, TypeScript","Node.js, React.js, Spring","MariaDB, MySQL, Oracle",Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,10,Terminar encuesta,,,,,,,,,,,,39,Prefiero no decir,FALSE,Senior,Prefiero No Decir
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),130000,107900,,,,,No,No recibo bono,Dos,20,Septiembre,1,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",1,"No, pero escucho ofertas.",Developer,1,0,0,0,Docker,"Groovy, Java, SQL",Hibernate,Oracle,JUnit,De 201 a 500 personas,100% remoto,0,7,Terminar encuesta,,,,,,,,,,,,23,Varón Cis,FALSE,Junior,Hombre Cis
Argentina,Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),95000,85000,,,,,No,No recibo bono,No,,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Lactario en la oficina",3,"No, pero escucho ofertas.",Networking,0,0,0,0,Ninguna de las anteriores,Python,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),2,10,Terminar encuesta,,,,,,,,,,,,24,Mujer Cis,FALSE,Junior,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),380000,315000,,,,0,Menos de un sueldo,Performance de la compañía,Tres,65,Noviembre,3,"Abono de Internet, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,3,0,0,0,"Amazon Web Services, Azure, Docker, Linux","Bash/Shell, CSS, HTML, Python, SQL","Django, Flask","Amazon DynamoDB, Microsoft SQL Server, MySQL",Postman,De 101 a 200 personas,Híbrido (presencial y remoto),1,8,Responder sobre guardias,Universitario,Completo,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,,,Responder sobre guardias,"Sí, pasiva",500000,Porcentaje de mi sueldo bruto,Terminar encuesta,28,Varón Cis,FALSE,Semi-Senior,Hombre Cis
Argentina,Buenos Aires,Full-Time,Staff (planta permanente),175000,139000,,,,0,No,No recibo bono,Tres,0,No tuve,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",HelpDesk,10,10,10,0,Windows Server,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% presencial,0,3,Terminar encuesta,,,,,,,,,,,,39,Varón Cis,FALSE,Senior,Hombre Cis
Argentina,Santa Fe,Full-Time,Staff (planta permanente),446880,358400,Cobro parte del salario en dólares,170,,,No,No recibo bono,Uno,16,Marzo,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Guardería o pago para cubrir costo de guardería",3,"No, pero escucho ofertas.",Developer,8,1,1,0,Amazon Web Services,".NET, C#, PHP, SQL",".NET Core, CodeIgniter","ElasticSearch, Google Cloud Storage, Microsoft SQL Server, MongoDB","NUnit, Postman",De 201 a 500 personas,100% remoto,0,8,Terminar encuesta,,,,,,,,,,,,36,Varón Cis,FALSE,Senior,Hombre Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),950000,,Cobro todo el salario en dólares,,,0,No,No recibo bono,Tres,11,Agosto,4,"Horarios flexibles, Stock options / RSUs",4,"No, estoy muy conforme.",Developer,3,0,0,0,Ninguna de las anteriores,"CSS, HTML, Javascript",React.js,Ninguna de las anteriores,"Cypress, Jest",De 2 a 10 personas,100% remoto,0,8,Terminar encuesta,,,,,,,,,,,,27,Varón Cis,FALSE,Semi-Senior,Hombre Cis
Argentina,Córdoba,Full-Time,Staff (planta permanente),240000,200000,,,,,No,No recibo bono,Tres,60,Octubre,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,2.5,3,2,0,OpenShift,"CSS, HTML, Java, Javascript, SQL","Angular, Hibernate, Spring","IBM Db2, Microsoft SQL Server",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,9,Responder sobre mis estudios,Terciario,Completo,Analista de Sistemas,ISSD - Instituto Superior Santo Domingo,HENRY,Full Satck developer,Terminar encuesta,,,,,43,Varón Cis,FALSE,Semi-Senior,Hombre Cis
Argentina,Buenos Aires,Full-Time,Staff (planta permanente),276640,230000,,,,,No,No recibo bono,Dos,20,Noviembre,2,Horarios flexibles,2,"No, pero escucho ofertas.",Infosec,0,0,0,0,"Amazon Web Services, Docker, Google Cloud Platform, Linux, Serverless","Bash/Shell, Python, SQL",Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, MongoDB, MySQL",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,6,Terminar encuesta,,,,,,,,,,,,28,Varón Cis,FALSE,Junior,Hombre Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),240000,200000,,,,,Menos de un sueldo,Performance individual,Uno,21,Octubre,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",2,"Sí, estoy buscando activamente.",SysAdmin / DevOps / SRE,1,1,1,0,"Amazon Web Services, Azure, Docker, Kubernetes, Linux","Bash/Shell, Groovy, Python, SQL",Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, MariaDB, MongoDB, MySQL, PostgreSQL, SQLite",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,6,Responder sobre guardias,,,,,,,,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,30,Varón Cis,FALSE,Junior,Hombre Cis
Argentina,Chaco,Full-Time,Staff (planta permanente),172000,135000,,,,,Menos de un sueldo,Performance individual,Dos,,Octubre,2,Horarios flexibles,2,"No, pero escucho ofertas.",Functional Analyst,0,0,0,6,"Google Cloud Platform, SAP, Windows Server","Java, SQL, Power Builder","SAP, Spring",Microsoft SQL Server,Test Complete,De 11  a 50  personas,100% remoto,0,6,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,,,Terminar encuesta,,,,,29,Mujer Cis,FALSE,Junior,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),222868,145785,Cobro parte del salario en dólares,,,,No,No recibo bono,Más de tres,58,Octubre,2,"Abono de Internet, Estacionamiento gratuito / subvencionado, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",Developer,2,1,1,0,Ninguna de las anteriores,"Javascript, PHP, SQL",React.js,MariaDB,"Jest, PHPUnit",De 1001 a 2000 personas,100% remoto,0,6,Responder sobre mis estudios,Posgrado/Especialización,Completo,Lic. en Ciencia Política,UBA - Universidad de Buenos Aires,no,,Terminar encuesta,,,,,39,Mujer Cis,FALSE,Junior,Mujer Cis
Argentina,Buenos Aires,Full-Time,Staff (planta permanente),417817,334803,Cobro parte del salario en dólares,,,,No,No recibo bono,Más de tres,140,Noviembre,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Technical Leader,10,2,0,0,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, CSS, Javascript, PHP, Python, SQL","Bootstrap, Flask, jQuery, React.js, Symfony",MySQL,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,0,Terminar encuesta,,,,,,,,,,,,29,Varón Cis,FALSE,Senior,Hombre Cis
Argentina,Córdoba,Full-Time,Staff (planta permanente),380000,306465,,,,0,No,No recibo bono,Tres,,Octubre,2,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Data Engineer,1,1,1,5,"Amazon Web Services, Azure, Windows Server","Python, SQL",Spark,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Oracle",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,8,Terminar encuesta,,,,,,,,,,,,31,Varón Cis,FALSE,Junior,Hombre Cis
Argentina,Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),70000,70000,,,,,Menos de un sueldo,Performance grupal,No,0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",2,"No, pero escucho ofertas.",Business Analyst,0,0,0,0,IBM Cloud / Watson,Ninguno de los anteriores,Ninguno de los anteriores,MongoDB,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),2,7,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Negocios Digitales,,,,Terminar encuesta,,,,,19,Varón Cis,FALSE,Junior,Hombre Cis
Argentina,Buenos Aires,Full-Time,Participación societaria en una cooperativa,395000,395000,,,,,De uno a tres sueldos,Performance de la compañía,Uno,12,Septiembre,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Developer,7,0,0,0,Linux,"CSS, HTML, Java, Javascript",Spring,PostgreSQL,JUnit,De 101 a 200 personas,100% remoto,0,9,Terminar encuesta,,,,,,,,,,,,40,Varón Cis,FALSE,Senior,Hombre Cis
Argentina,Jujuy,Full-Time,Staff (planta permanente),400000,330000,,,,0,No,No recibo bono,Dos,,Noviembre,3,Horarios flexibles,3,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,5,4,4,0,"Firebase, Windows Server","C#, SQL",Ninguno de los anteriores,"Microsoft SQL Server, MySQL, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% presencial,0,8,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Informática,UNJu - Universidad Nacional de Jujuy,No,,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,29,Varón Cis,FALSE,Semi-Senior,Hombre Cis
Argentina,San Luis,Full-Time,Staff (planta permanente),300000,240000,,,,,No,No recibo bono,Más de tres,85,Diciembre,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Licencia por nacimiento extendida",2,"No, pero escucho ofertas.",Developer,14,14,1,1,"Amazon Web Services, Docker, Kubernetes, OpenShift","HTML, Java, Javascript, SQL, TypeScript","Angular, Bootstrap, Hibernate, jQuery, Node.js","ElasticSearch, Microsoft SQL Server, Oracle, PostgreSQL","OpenQA, SoapUI",De 101 a 200 personas,100% remoto,0,7,Terminar encuesta,,,,,,,,,,,,33,Varón Cis,FALSE,Senior,Hombre Cis
Argentina,Córdoba,Full-Time,Staff (planta permanente),950000,750000,,,,,No,No recibo bono,Más de tres,94,Diciembre,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos",1,"Sí, estoy buscando activamente.",Technical Leader,25,7,2,38,"AIX, Azure, IBM Cloud / Watson, Linux, SAP, Windows Server","Python, SQL",Ninguno de los anteriores,"Microsoft SQL Server, Oracle",Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,0,Terminar encuesta,,,,,,,,,,,,50,Mujer Cis,FALSE,Senior,Mujer Cis
Argentina,San Juan,Full-Time,Staff (planta permanente),177000,150000,,,,,No,No recibo bono,Dos,7,Noviembre,1,"Abono de Internet, Clases de idiomas",2,"No, pero escucho ofertas.",Developer,0,0,0,0,Docker,Python,Ninguno de los anteriores,"ElasticSearch, MariaDB, MongoDB, PostgreSQL",Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,10,Responder sobre mis estudios,Universitario,En curso,Ingeniería Electrónica en UNSJ DELETEME Universidad Nacional de San Juan,,,,Terminar encuesta,,,,,27,Varón Cis,FALSE,Junior,Hombre Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),422400,326312.12,,,,,De uno a tres sueldos,Permanencia,Tres,50.54,Octubre,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, Viernes flex",3,"No, estoy muy conforme.",Developer,3,1,1,0,"Docker, Firebase, Google Cloud Platform, Kubernetes","CSS, HTML, Java, Javascript, SQL, TypeScript","Next.js, Node.js, React.js","MySQL, Redis",JUnit,De 201 a 500 personas,Híbrido (presencial y remoto),1,10,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,,,Terminar encuesta,,,,,27,Varón Cis,FALSE,Semi-Senior,Hombre Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1050000,705000,,,,,No,No recibo bono,Dos,95,Octubre,2,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Architect,20,5,2,0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless","Bash/Shell, Python","Hadoop, jQuery, WordPress","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, MariaDB, Microsoft SQL Server, MySQL, PostgreSQL, Redis",Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,0,Terminar encuesta,,,,,,,,,,,,40,Prefiero no decir,FALSE,Senior,Prefiero No Decir
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),312000,258000,,,,,De uno a tres sueldos,Performance grupal,Uno,21,Octubre,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida",3,"No, estoy muy conforme.",BI Analyst / Data Analyst,2,0.5,0.5,0,Google Cloud Platform,"Python, R, SQL",Ninguno de los anteriores,"Google Cloud Storage, MySQL, Teradata",Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,10,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Administración de Empresas,UADE - Universidad Argentina De la Empresa,,,Terminar encuesta,,,,,23,Varón Cis,FALSE,Junior,Hombre Cis
Argentina,San Luis,Full-Time,Staff (planta permanente),235000,195.05,,,,,Menos de un sueldo,Performance de la compañía,Más de tres,,Diciembre,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.","Networking, Developer, Project Manager",15,8,6,0,"Docker, Heroku, Linux, VMWare, Windows Server",".NET, C, C#, CSS, HTML, Java, Javascript, Perl, PHP, Python, SQL, VBA",".NET Core, Angular, Bootstrap, Node.js, React.js, WordPress","Microsoft SQL Server, MongoDB, MySQL",Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,10,Terminar encuesta,,,,,,,,,,,,45,"no comparto esta ideologia, soy hombre",FALSE,Senior,
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),467000,400000,Cobro parte del salario en dólares,330,,,No,No recibo bono,Uno,5,Junio,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",Architect,13,3,3,5,"Amazon Web Services, Azure, Docker, Google Cloud Platform","Javascript, Python, TypeScript","Node.js, React.js","Amazon Redshift, MongoDB, MySQL, PostgreSQL",Cypress,Más de 10000 personas,100% remoto,0,0,Terminar encuesta,,,,,,,,,,,,39,Varón Cis,FALSE,Senior,Hombre Cis
Argentina,Buenos Aires,Part-Time,Tercerizado (trabajo a través de consultora o agencia),123530,110000,,,,,Menos de un sueldo,Performance de la compañía,Tres,90,Octubre,4,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,2,1,2,0,Ninguna de las anteriores,".NET, C#, CSS, Dart, HTML, Javascript, SQL",".NET Core, Flutter, Hibernate, jQuery","Microsoft SQL Server, SQLite","NUnit, Xunit",De 2 a 10 personas,100% remoto,0,7,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,,,Terminar encuesta,,,,,21,Varón Cis,FALSE,Junior,Hombre Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),610000,435670,,,,,No,No recibo bono,Más de tres,104,Diciembre,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",3,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,10,1,1,0,"Docker, Kubernetes, Linux, VMWare, Windows Server","Bash/Shell, PHP, Python, SQL",Ninguno de los anteriores,"Cassandra, ElasticSearch, MariaDB, Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL",Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,5,Responder sobre guardias,,,,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo bruto,Terminar encuesta,41,Varón Cis,FALSE,Senior,Hombre Cis
Argentina,Mendoza,Full-Time,Remoto (empresa de otro país),800000,780000,Cobro todo el salario en dólares,,Cobro todo el salario criptomonedas,100%,No,No recibo bono,No,0,No tuve,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Developer,5,0,0,2,Google Cloud Platform,"Java, Javascript",Spring,MongoDB,"JUnit, Postman",De 101 a 200 personas,Híbrido (presencial y remoto),1,10,Terminar encuesta,,,,,,,,,,,,31,Varón Cis,FALSE,Semi-Senior,Hombre Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),1228500,1200000,Cobro parte del salario en dólares,,,,Menos de un sueldo,Performance de la compañía,Uno,10,Diciembre,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",4,"No, pero escucho ofertas.",Technical Writer,4,2,2,0,Ninguna de las anteriores,Ninguno de los anteriores,WordPress,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,10,Terminar encuesta,,,,,,,,,,,,42,Varón Cis,FALSE,Semi-Senior,Hombre Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),530000,385000,,,,,No,No recibo bono,Dos,56,Octubre,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Consultant,10,0,0,0,"Azure, SAP",SQL,Ninguno de los anteriores,"HANA, Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),3,8,Responder sobre mis estudios,Posgrado/Especialización,Incompleto,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,,,Terminar encuesta,,,,,36,Varón Cis,FALSE,Senior,Hombre Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),260000,260000,Cobro todo el salario en dólares,325,Cobro todo el salario criptomonedas,100%,No,No recibo bono,Uno,,Julio,3,"Capacitaciones y/o cursos, Horarios flexibles, Obra social prepaga ",2,"No, pero escucho ofertas.",Developer,0,0,0,0,"Docker, Linux","Bash/Shell, CSS, HTML, Javascript, SQL, TypeScript","Next.js, Node.js, React.js, Vue.js","MySQL, SQLite","Cucumber, Cypress, Mocha",De 11  a 50  personas,100% remoto,0,7,Terminar encuesta,,,,,,,,,,,,29,No binarie,FALSE,Junior,No Binarie
